label	text
normal	各位同事好：根据公司要求，2023年第三季度财务报表已生成完毕，请于12月5日前登录OA系统下载（附件：Q3-Financial-DepartmentA.pdf）。如有疑问请联系财务部张伟（分机8021）。
normal	各位同事好，附件为第三季度项目完成报告。重点更新包括：1）系统架构优化完成 2）客户测试通过率提升至92% 3）下阶段将启动压力测试。请于10月8日前反馈意见。
normal	各位同事，原定于2024年1月15日的项目进度会议将调整为1月18日（周五）14:00-16:00，地点在A栋3层会议室。请携带最新数据报表参会。附件已同步至团队共享盘。
spam	恭喜您被系统随机抽中成为幸运用户！点击链接领取奖金：<a href='https://fakebonus.com'>立即领取</a>。注意：本活动仅限今日24点前完成，超时无效。
spam	恭喜您获得本年度最后一次财富机遇！点击链接立即领取专属红包（https://spammail.com/invest），投资年化收益达35%！名额仅剩最后12小时，速戳！
normal	各位同事好，2023年第三季度项目已按计划完成以下节点：1. 客户需求确认（10月15日） 2. 开发阶段（10月16-11月5日） 3. 测试阶段（11月6-20日）。会议时间：11月21日14:00-16:00，地点：A栋3层会议室。附件为详细进度表。
normal	各位同事好，以下是本周项目进展： 1. 核心功能开发完成度85% 2. 测试环境部署完成 3. 下周计划：完成压力测试及用户培训 附件：项目周报.pdf 联系人：张三 138-1234-5678
normal	尊敬的股东：2023年第三季度财务报告已通过邮件发送至您的注册邮箱。报告包含以下重要信息：<br>1. 营业收入同比增长12.3%<br>2. 研发投入占比提升至8.7%<br>3. 下季度重点布局AI医疗领域。请登录股东门户下载完整版（链接：http:// shareholder.com/reports/q3）。如有疑问请联系投资者关系部。
normal	各位同事好，本次会议确定Q3项目关键节点如下：1. 12月10日前完成系统架构设计 2. 12月25日进行首次压力测试 3. 2024年1月5日交付测试报告。附件包含详细甘特图和风险预案，请于本周五前反馈修改意见。
spam	尊敬的用户，您已被选中获得价值10000元的投资奖励！点击链接立即领取：https://safe-magic.com/invest2023.html（内含风险提示）。本活动仅限24小时内生效，过期不候！
normal	各位同事好，根据最新会议记录（见附件），Q4产品研发计划已调整至12月15日交付。重点更新如下： 1. 新增AI算法模块 2. 优化用户界面交互 3. 测试环境部署完成 请于本周五前反馈修改意见。
normal	各位同事，根据最新会议安排，请于2024-03-20前确认以下事项：  1. 技术评审会：3月21日 14:00-16:00（A栋3层301会议室） 2. 客户汇报会：3月25日 10:00-11:30（B栋5层多功能厅）  请通过内部系统提交参会回执，如有疑问请联系pm@company.com  附件：会议材料包_20240320_v2.pptx
spam	尊敬的用户您好！您已被随机选中获得100万美元奖金！请立即点击下方链接完成领奖流程：https://fraud.com claim.html 附加条款：活动真实有效，参与者需支付小额手续费（$5）作为验证费用。祝您好运！
normal	各位同事好，以下是第三阶段开发进展：1. 核心模块完成度85% 2. 测试用例已覆盖需求文档100% 3. 下周重点：优化支付接口响应速度 附件包含详细甘特图
normal	尊敬的张经理，您的体检报告已通过企业邮箱发送至您的注册地址。报告包含：1. 血常规分析 2. 肝功能检测 3. 心电图结果。请于3个工作日内完成反馈。联系人：王医生 138-1234-5678
normal	各位同事好，以下是第三季度项目进展情况： 1. 系统开发已完成85% 2. 测试用例编写完成120个 3. 下一步计划：12月15日前完成压力测试 附件包含详细甘特图和测试报告，请查收。
spam	尊敬的用户，您尾号1234的快递已到达，点击此处【立即领取】价值$5000的加密货币投资券。限时24小时，超链接：http://bit.ly/xxxxxx.jpg。警惕！此邮件已通过SSL加密传输，请勿转发他人。
normal	各位同事好！根据项目组最新进展，已完成需求分析阶段（完成率92%），核心功能模块开发进度如下：  1. 用户管理系统：完成权限组配置（8/10） 2. 数据分析模块：接口联调通过（7/8）  请于本周五17:00前反馈测试环境申请。详情见附件文档。
normal	各位同事：2024年1月15日（周二）下午14:00将在3F会议室召开Q1项目进度会议，请携带最新进展报告。会议议题包括：1) A项目开发节点 2) B客户方案修订 3) 跨部门协作流程优化。请提前10分钟到场签到。
normal	各位同事好，根据最新进度报告：1. A项目已完成需求分析（完成度85%）；2. B项目原型设计已通过评审；3. 请于12月1日前提交Q3报销单。会议时间：12月5日 14:00-16:00，地点：3F会议室。
spam	点击链接立即领取：https://fake-gift.com  您本月账户余额已达5万元，未及时领取将自动清零  重复内容：免费领取、限时优惠、中奖概率100%  广告链接：https://fake-promotion.com https://fake投资.com
spam	恭喜您成为幸运用户！点击链接【https://fakebonus.com】提取奖金，本活动仅限24小时有效。您将获得：1.终身会员资格 2.额外5%投资回报 3.免费旅游名额。点击前请确认您的账户信息已更新至最新状态。
normal	各位同事好，根据最新进展： 1. 开发部已完成需求分析（12月25日验收） 2. 测试组将于2024-01-10启动压力测试 3. 请各部门于1月5日前提交预算修订版 附件：项目甘特图_v2.1.xlsx
normal	各位同事请注意，根据最新进展：1. 客户需求确认完成率已达92%；2. 开发团队已进入第三阶段；3. 请于12月8日前提交测试环境申请。详情见附件文档。
normal	各位同事：2023年第三季度财务报表已生成，请于11月5日前登录OA系统下载（附件：Q3-Financial-Report.pdf）。如有疑问请联系财务部张经理，电话：13812345678。
spam	尊敬的用户您好！您已获得价值1000元的现金红包，请立即点击下方链接完成验证【链接1】。本活动仅限今日24时有效，逾期作废！另附赠投资理财课程免费领取资格【链接2】。
normal	各位同事请注意，智能客服系统V2.1测试计划已确认，测试时间定于2023年6月20日（周二）上午9:00-11:30。请携带测试账号登录内网系统（IP:192.168.1.100）进行压力测试。附件包含《测试操作手册v2.1.pdf》。
normal	各位同事请注意，2023年第四季度项目进度如下：1. 系统开发完成度95%；2. 测试阶段发现3个关键问题（详见附件）；3. 下一步计划于12月5日进行全员培训。请各部门负责人于本周五前反馈意见至项目组邮箱。
normal	各位同事好，以下是第三季度项目进展：1. 客户需求确认完成（100%）；2. 开发进度达65%；3. 需协调测试资源。请各部门于本周五前反馈资源需求。附件为详细甘特图。祝工作顺利！
spam	恭喜您获得随机抽奖资格！点击链接立即领取：http://tinyurl.com/xxxxxxx（中奖率100%） 重复内容：免费领红包http://tinyurl.com/xxxxxxx 重复内容：免费领红包http://tinyurl.com/xxxxxxx
normal	各位同事好，项目组已完成需求文档初稿，请于本周五前反馈意见。附件为最新版本《ProjectA_V2.1.pdf》，会议安排详见日历：< calendar://20240120T1430/12345@company.com >。
spam	尊敬的用户您好！您已获得价值500元的电子礼品卡！点击下方链接立即领取：http://tinyurl.com/xyz123（注意：本链接可能携带恶意程序）  限时24小时，数量有限！  更多优惠请访问：http://www.giftcard123.com  客服热线：400-123-4567
normal	各位同事：根据最新会议纪要，Q4产品发布会定于12月15日（周五）在浦东国际会议中心举行。请各部门于11月30日前提交最终方案至项目管理系统，技术部需重点测试3.2.1版本兼容性。附件为最新版会议日程。祝工作顺利！
spam	尊敬的用户您好！您的邮箱账户【user123@company.com】将于2023-11-30到期，为感谢您的使用，我们特别推出限时福利活动。点击链接【https://tinyurl.com-free88】即可领取888元现金红包，有效期至2023-12-05。活动仅限24小时内完成，逾期失效。祝您购物愉快！
spam	尊敬的用户您好！点击下方链接立即领取专属红包（http://shortened.com/123）！本活动仅限前1000名，额外赠送10%现金券！点击注册：http://tinyurl.com/456。您的账户余额不足，请及时充值！
spam	尊敬的用户您好！您已获得价值100美元的限时优惠券，有效期至2023-12-31。点击下方链接立即兑换：http://example-spam.com/redemption?code=SPAM2023。此外，我们的全新智能手表正在热销中，前100名下单可享5折优惠！祝您购物愉快！
spam	尊敬的用户，您的邮箱已连续30天未登录，账户将被永久冻结！点击链接立即领取$500现金红包（链接：http://tinyurl.com/xxxxxx）或回复【取消】终止操作。本邮件由【财富宝】发送，祝您购物愉快。
normal	各位同事：2024年3月15日（周五）14:00-16:00将召开Q1项目冲刺会议，会议议程已附在附件中。请携带最新需求文档，会议地点：A栋3层会议室。如有调整请于3月12日前反馈至pm@company.com。
spam	恭喜您被选中成为幸运用户！点击链接立即领取奖金：<a href='http://shortened.top/gold'>领取入口</a>。活动仅限24小时，逾期无效。您的账户信息已加密保护，请勿向他人泄露验证码。
spam	尊敬的用户，您已获得本季度唯一中奖资格！点击链接立即领取：https://shortlink123.com奖励页面（内含5个隐藏福利）。本活动仅限24小时内生效，逾期作废。
spam	您已被随机选为幸运用户！点击链接立即领取价值$5000的现金红包🧧，限时24小时！[点击领取](http://safe-gift.com?code=2023XYZ)，分享3人再送$200！祝您好运！
spam	尊敬的用户您好！您已成功参与2023年度幸运抽奖活动，本次特等奖奖金100万元整。请立即点击下方链接完成领奖流程：<a href='http://spammer.com/claim'>立即领奖</a>。活动仅剩24小时，逾期视为放弃！
spam	点击链接立即参与抽奖！🎉【活动详情】🔥www freegiveaway2024.com 您将获得：1台iPhone 15+ AirPods Pro+2000元购物卡 ⚠️名额仅剩最后72小时，错过不再有！💸 【隐藏福利】转发本邮件至3个群组额外获赠500元现金红包🧧 （本邮件含5个跟踪链接，3张诱导点击图片）
normal	各位同事请注意：2024年1月10日（周三）下午3:00将在A栋3层会议室召开Q1项目进度评审会。会议议程已附在附件中，请提前准备各模块完成情况。会议材料请从公司云盘下载：【https://cloud.example.com/file/20240110】
normal	各位同事好！附件为第三季度项目执行报告，重点包括：1. 客户需求确认完成率98% 2. 系统测试阶段发现3处关键 bug 3. 预算执行剩余15%额度。会议时间定于12月5日10:00，请携带U盘备份本地数据。报告见：/home/user/2023Q3-report.pdf
normal	各位同事，以下是第三季度项目进展情况： 1. 客户需求确认完成率92% 2. 开发阶段发现3个关键问题（详见附件） 3. 下一步计划：11月15日前完成压力测试 附件：Q3-Project-Update.pdf 请于11月10日前反馈修改意见
spam	尊敬的用户您好！您已获得888元无门槛现金红包，点击链接立即领取：https://safe-sms.com/claim?code=20231018abc123  活动仅限24小时，超时失效！  温馨提示：本邮件含第三方广告，点击前请确认安全性。
spam	尊敬的用户您好！您已获得2023年度幸运大奖！请立即点击下方链接完成领奖流程：<a href='https://fake-gift.com'>立即领奖</a>，否则您的账户将被冻结！祝您好运！
spam	您已被选中获得100元无门槛红包！点击下方链接立即领取：[领红包](https://server-x.com/redpacket) 活动仅限24小时，数量有限！[立即参与](https://server-x.com/redpacket)  重复推广：点击查看更多优惠：[点击领取](https://server-x.com/redpacket)  新用户专享：注册即送50元现金！
spam	尊敬的用户您好！您已被选中参与2023年度幸运大抽奖，点击链接立即领取100万元奖金。活动仅剩24小时，点击此处参与：http://www.fakelink123.com?code=20231108（注意：本链接可能包含恶意脚本）<br>祝您好运！
normal	各位同事请注意：根据最新会议记录，A项目原型开发将于2024年1月15日完成验收测试。请各部门于本周五前提交测试环境部署方案至JIRA系统。
spam	尊敬的用户您好！您已被随机选中参与本次百万现金抽奖活动。点击链接【https://winning2024.example.com】立即领取奖金。活动截止日期：2024-03-15。注意：本邮件含广告，未订阅者请忽略。
normal	各位同事好，现将第三季度项目进展同步如下： 1. 用户系统开发完成度92% 2. 测试环境部署完成（服务器IP：192.168.10.5） 3. 下一步计划：12月1日进行全流程测试 附件：项目甘特图_v2.1.xlsx 会议时间：11月27日 14:00-16:00（腾讯会议ID：123456）
normal	各位同事好，项目组已完成客户需求分析阶段（完成度95%），技术方案已提交至Confluence文档库（链接：https://confluence.example.com/page/ProjectA）。请各部门于2024-01-05前反馈意见。附件为最新甘特图。
normal	各位同事好，项目组定于2023年12月15日（周五）14:00在A栋3楼会议室召开季度总结会，请携带最新数据报告。会议材料已上传至公司云盘：/project/Q3_2023  重要提醒：请提前10分钟签到，疫情防控期间需出示健康码。
normal	各位同事好，附件为第三季度市场调研数据及客户反馈摘要。重点建议如下：1. 加强华东区渠道维护 2. 优化产品3.0版本UI设计。请于6月30日前反馈修改意见。
spam	恭喜您获得2023年度幸运抽奖资格！点击下方链接领取价值5999元iPhone 15（http://bit.ly/xxxxxxx），前100名注册用户额外赠送100元话费。本活动真实有效，逾期失效！
spam	点击链接立即领取：http://example1.com giftcode=SPAM2023   重复推广：免费领红包！点击：http://example2.com   中奖名单已公布：http://example3.com
spam	尊敬的用户，您已获得本月唯一免费名额！点击链接立即领取：http://shortener.com/12345（内含独家投资课程资源）。本活动仅限24小时，错过不再有！
normal	尊敬的[用户姓名]，您的2023年12月账单已生成，总金额：¥5,820.00 支付方式：支付宝自动扣款 账单明细见附件：/home/user/billing/202312.pdf 如有疑问请联系客服：400-800-1234
spam	【重要通知】您已元无获得500门槛购物券！点击下方链接立即领取：http:// unknown-server.com:8080/coupon?code=VXZ20231107 （本券仅限24小时内使用，逾期作废）  重复内容：免费领取500元购物券！点击领取：http:// unknown-server.com:8080/coupon?code=VXZ20231107
spam	尊敬的用户您好！点击下方链接立即开通会员，享受全年免广告特权！  【立即领取】https://free-member.com （本活动仅限24小时内生效）  您的专属优惠码：FREEMember2023  温馨提示：点击链接将自动跳转至支付页面，请勿忽略任何安全提示。
spam	尊敬的用户，您的邮箱账户即将于24小时内到期，为感谢您的支持，现特推出限时福利：点击下方链接领取价值500元的现金红包（链接：https://shorturl.com/12345）。同时推荐您参与【稳赚不赔】投资计划，年化收益率高达18%，点击注册即赠3万元体验金（链接：https://shorturl.com/67890）。注意：本邮件含2处高风险链接，请勿点击！
spam	尊敬的用户您好！您的账户将在24小时内关闭，点击下方链接立即领取888元现金红包：<a href='http://www.fakelink123.com'>立即领取</a>（本活动仅限今日，过期不候）<img src='http://www.fakelink124.com/image.jpg' alt='现金红包'>
normal	各位同事请注意：原定于12月1日的季度项目会议将推迟至12月5日（周五）14:00-16:00在A栋3层会议室举行。会议材料已上传至公司云盘（路径：/Q4Project/Meeting2023）。请准时参加并准备项目进度报告。
spam	尊敬的用户您好！您的邮箱账户【user123@company.com】将于48小时内失效，为避免影响使用，请点击下方链接完成充值：https://pay.example.com?code=SPAM2023。本活动仅限今日24:00前有效，逾期将恢复原价！祝您购物愉快！
spam	点击链接立即激活：http://free-vip.com 注册即送$50现金红包 新用户专享：5折购买XXX软件 每日前100名注册额外赠送电子书
normal	尊敬的财务部同事：请于2023年12月5日前将第三季度各部门费用明细表提交至OA系统（附件：Q3-Financial-Report.pdf）。如有疑问请联系张会计（分机8023）。
normal	各位同事好，根据项目计划，原定于12月28日的周会调整为12月29日14:00-15:30，地点不变。请准时参加并准备Q3项目汇报PPT。会议材料已同步至内部云盘。
normal	各位同事，2023年第四季度项目进度如下： 1. 开发模块完成度85% 2. 测试阶段预计10月25日完成 3. 下一步会议安排：10月20日14:00腾讯会议（链接：https://会议号.example.com） 请各部门根据进度表调整资源分配。
normal	各位同事好，根据昨日会议讨论，智能客服系统开发已完成以下进展：1. 核心算法模块通过压力测试 2. 用户界面设计稿已提交至Confluence 3. 需协调测试团队在6月25日前完成UAT环境部署。请各部门注意时间节点，有问题请随时沟通。
spam	您好！恭喜您获得免费抽奖资格！点击下方链接立即参与：http://example123.com/sweepstakes.htmlhttp://example123.com/sweepstakes.htmlhttp://example123.com/sweepstakes.htmlhttp://example123.com/sweepstakes.htmlhttp://example123.com/sweepstakes.html  本活动仅限24小时内有效，逾期无效。
normal	各位同事好，现将Q3项目进展汇总如下：1. A项目已完成需求分析（进度85%）；2. B项目进入测试阶段（进度60%）；3. 请于12月25日前提交年终预算表至OA系统。附件含详细甘特图。
normal	各位同事：请于10月10日前提交Q3项目报告至OA系统，附件为最新数据模板。会议安排：10月12日14:00-16:00在3F会议室（腾讯会议ID：12345678）。
spam	尊敬的用户您好！您已获得2023年度幸运抽奖资格，请于24小时内点击下方链接完成领取：http://spam.example.com/redpacket?code=XYZ789。本活动真实有效，逾期作废！同时推荐您参与限时投资计划，年化收益率达18%，详情见附件。祝您好运！
spam	【限时福利】尊敬的用户，您已获得价值100万元现金红包！点击下方链接立即领取：http://shortlink123.com/claim?code=XYZ456（注意：此链接已通过安全检测）【系统提示】未及时领取将自动失效，祝您好运！
spam	尊敬的用户您好！您已被随机选中为幸运用户，请在24小时内点击下方链接领取专属奖励：<a href='http://example-spam.com reward'>立即领取</a>（注意：此链接可能包含恶意代码，请勿轻易点击）。此外我们正在开展限时促销活动，购买【特效减肥药】可享5折优惠。
normal	各位同事好：根据最新会议记录，项目A的测试阶段已完成85%，预计下周三前完成UAT验收。附件为最新需求文档v2.3，请及时审阅反馈。  会议安排：2024-01-03 14:00-16:00 线下会议室B 项目组：研发部、产品部、测试部
spam	尊敬的用户您好！点击下方链接立即领取专属100元无门槛购物券，本活动仅限今日有效。点击链接：http://fakestore123.com/coupon?code=VIP2023 谢谢参与！
spam	尊敬的用户您好！您的邮箱账户因异常登录存在风险，请点击下方链接完成安全验证：https://spam-验证.com?code=123456789。本链接有效期为24小时，逾期将无法解冻账户。点击链接后请勿泄露验证码，谨防诈骗！
spam	尊敬的用户，您已获得价值$500的购物券！点击链接立即兑换：http://bit.ly/3xYqZtX（注意：此链接可能包含恶意脚本）  连续分享3人即可额外获得$100返现！  （本邮件由未知服务器自动发送，请勿回复）
normal	各位同事好，以下是Q3项目进展报告： 1. 客户系统对接完成（进度90%） 2. 测试环境部署完成 3. 需协调人力资源部支持10人测试团队 附件含详细甘特图（.pdf） 会议时间：2023-12-28 14:00
spam	尊敬的用户，您已被随机选中获得价值5999元的现金红包！立即点击下方链接【https://tinyurl.com/xxxxxx】完成验证，24小时内到账。本活动仅限前100名用户，错过不再有！【https://tinyurl.com/xxxxxx】
normal	尊敬的用户您好，以下是您2023年12月的账户明细: 1. 水电费支付成功：¥1,250.00 2. 购物卡充值记录：¥500.00 请于1月5日前核对账单，如有疑问请联系客服400-800-1234。
normal	各位同事好，2024年第一季度项目已完成以下里程碑：1) 完成需求文档V2.1 2) 完成技术方案评审 3) 开发团队已进入测试阶段。请于本周五前确认是否需要调整优先级。附件包含详细甘特图。
normal	各位同事好，以下是第三季度项目进展报告：1. 系统开发完成度85%；2. 测试阶段发现3个关键漏洞；3. 下周将进行全员培训。附件含详细数据。
spam	尊敬的用户您好！您已被随机选中获得10000元现金奖励！请立即点击下方链接完成验证：[中奖链接](http://fraudsite.com/claim) 赶快行动吧！错过本次机会将永远失去财富机遇！
spam	尊敬的用户您好！您的账户已触发幸运机制，点击下方链接立即领取88888元现金红包。活动仅限今日24点前有效：http://abc123.com/redpacket/2023。同时您还有机会获得免费体验装：http://def456.com/gift。注意：本邮件不收取任何费用，点击前请确认链接安全性。
normal	各位同事好，以下是第三季度项目关键节点说明： 1. 客户需求确认完成（10月15日） 2. 开发团队已部署测试环境（10月22日） 3. 下一步计划：11月1日前完成压力测试 附件：Q3项目甘特图.pdf 请于10月30日前反馈修改意见。
normal	各位同事好，根据昨日会议讨论，第三阶段开发工作已完成80%。附件为详细测试报告，请查阅并反馈意见。
spam	尊敬的用户，您的邮箱账户将于24小时内自动注销！立即点击下方链接激活账户并参与抽奖：http://bit.ly/2XyZQpK。本活动仅限前100名用户，奖金池高达$5000！祝您好运！
normal	尊敬的部门成员：请查收本部门2023年第三季度财务报表（详见附件），会议时间定于11月20日14:00在A301会议室。如有疑问请联系财务部张经理（分机8021）。
normal	尊敬的张伟先生： 2023年度工资总额为¥85600元，个税预扣预缴¥6543元，实发¥79057元。附件含明细表，请注意查收。  如有疑问请联系财务部王莉，电话：010-12345678。
spam	尊敬的用户您好！您于2023年12月24日参与【幸运大抽奖】活动，已成功获得10万元现金红包。请立即点击下方链接完成领取：http://bit.ly/xxxxxxx，活动倒计时24小时！祝您好运！
spam	恭喜您获得【2023年度幸运用户】资格！点击链接领取专属奖金：<a href='http://freebonus.com验证码=123456'>立即兑奖</a>。本活动仅限24小时内生效，错过不再有！
spam	尊敬的用户，您已被选为幸运中奖者！点击下方链接立即领取现金红包（链接：https://fake-gift.com），每日前100名可额外获得$200奖励！错过将永远失去机会！
spam	尊敬的用户您好！您已获得本年度唯一抽奖资格！点击链接【http://spambot.com/claim】立即提现。本活动仅限24小时，超时失效！祝您好运！
normal	各位同事好，以下是第三季度项目进展报告：1. 客户系统开发完成度95%；2. 测试环境已部署至prod01服务器；3. 下一步计划：10月15日前完成压力测试。附件为详细文档，请查收。
spam	立即点击链接领取专属优惠：https://fake-discount.com  您将获得价值2999元的耳机，仅需998元！名额仅剩50个！  🔥点击此处立即下单：https://another-fake-link.net  ⚠️注意：本活动真实有效，请勿错过！
normal	尊敬的财务部同事：2023年第三季度财务报表已生成完毕，请于2023-11-30前登录OA系统下载查看。报表包含：1）银行存款明细 2）应收账款明细 3）应付账款明细。如有疑问请联系财务部张经理（分机8023）。
spam	尊敬的用户，您的会员服务将于2023-12-31到期。为感谢支持，现推出年度会员5折优惠活动（仅限今日18:00-20:00）。点击链接立即续费：http://shortened URLs.com促活码=GFH7X。逾期未续费将自动终止服务并删除所有数据。
normal	各位同事好，以下是第三季度项目进展报告（详见附件）。  1. 技术部已完成系统架构升级 2. 市场部已举办3场线下推广会 3. 财务部于6月30日完成中期审计  请于7月5日前反馈修改意见。  报告下载链接：http://intranet.example.com/file/q3-report.pdf
normal	各位同事请注意，原定于本周五下午3点的产品迭代会议调整为10月20日（周五）下午2点在A栋3层会议室举行。会议议程已更新至附件，请提前查阅。如有调整请及时反馈至pm@company.com。
spam	尊敬的用户您好！点击下方链接立即领取100%中奖的万元现金红包，名额仅剩最后3个！  http://bit.ly/7XZQW  （本活动真实有效，请勿错过）
normal	各位同事好，以下是第三季度项目完成情况：1. 系统开发完成度92% 2. 测试用例覆盖率达100% 3. 下一步计划在10月15日前完成压力测试。附件为详细报告。
spam	恭喜您获得免费抽奖资格！点击链接立即领取：http://fakestore123.com?code=A1B2C3 免费领取名额仅剩87份！ http:// promotionaloffer456.org http:// discountzone789.net http:// giftcode101112.com http:// flashsale1314.org （注意：此邮件含5个可疑链接，包含重复的「免费」「中奖」关键词）
spam	尊敬的用户您好！您已被选为幸运中奖者，请立即点击下方链接查看详细中奖信息【链接1】（http://random domains.com）【链接2】（http://random domains.com），逾期无效。特此通知！祝您好运！
spam	恭喜您获得【0元抽苹果】资格！点击链接立即领取：http://fake-site.com/sweepstakes?code=XY2023 （本活动最终解释权归我们所有）  重复推广：点击查看更多优惠：http://scam-site.net/sale http://fraud.com/freeoffer http://fake-gift.com/download
normal	各位同事请注意：原定于11月20日的季度汇报会调整至11月27日（周二）14:00-16:00，会议议程详见附件。请提前准备项目数据包。
normal	各位同事请注意，原定于3月20日的季度项目进度会议将调整为3月22日（周五）14:00-16:00进行。会议资料已上传至公司云盘：/proj/q1_2024/会议纪要.pdf。请各部门负责人提前准备本部门进展报告。  技术部反馈：服务器迁移工作已完成95%，预计3月25日完成最终测试。
spam	尊敬的用户，您的会员积分将于24小时内过期！立即点击下方链接参与抽奖活动（链接：http://fakebonus.com），100%中奖率！额外赠送5元无门槛优惠券。活动仅限今日，错过不再有！
normal	各位同事：附件为经审计的2023年第三季度财务报告，请于10月10日前提交部门预算调整建议至财务部邮箱。报告已通过公司OA系统进行电子签章验证，请勿转发外部人员。重要事项：10月15日将召开季度经营分析会（时间：10月17日14:00-16:00，地点：A座3层会议室）。
spam	尊敬的用户您好！为感谢您的支持，我们推出限时会员特惠活动（有效期至2023-12-31）。立即点击链接升级【https://safeupdate.com】享5折特权，同时可领取价值199元的电子礼品卡！本活动仅限今日前1000名用户，逾期将恢复原价。点击升级：https://exclusiveoffer.com 感谢您的参与！
normal	各位同事，根据最新会议记录，A项目原型开发已完成85%，B组需在12月10日前提交测试报告。附件为第三版需求文档，请于周五前反馈意见。
normal	各位同事好，以下是第三季度项目完成情况：1. 客户A系统已上线 2. 预算执行率98.7% 3. 下周将启动用户培训。附件为详细数据表。
normal	各位同事好，2024年Q1项目组已完成以下工作：1. 完成需求文档V2.0 2. 开发测试环境部署 3. 需进一步确认客户验收标准。请于本周五17:00前反馈意见至jira系统。附件为最新甘特图。
spam	您已被随机选中成为幸运用户！点击下方链接立即领取价值5999元的电子礼品卡（链接：http://www.fakelink1.com），前100名可额外获得投资理财咨询服务。点击链接前请仔细阅读用户协议，避免错过更多福利！
spam	尊敬的用户，您的会员服务将于3天后终止。点击下方链接完成充值【https://safebonus.com】以享受5折特惠，同时可领取100元现金红包。若您未参与，我们将自动扣除全额费用。祝您购物愉快！
normal	各位同事好，附件为第三季度财务总结文档。主要财务指标如下：营收同比增长15%，净利润率8.2%。请于12月5日前提交部门预算草案至OA系统。会议时间：12月8日 14:00，地点3号楼302会议室。
spam	恭喜您获得888元现金奖励！点击链接立即提现：https://shortenedlink123.com （注意：本链接可能携带恶意软件）  新用户注册即送会员特权！点击下载APP：https://malicioussoftware456.net  点击参与投资机会，月收益高达300%：https://scamlink789.org
normal	各位同事，以下是第三季度项目进展：1. 客户管理系统开发完成度92%（附测试报告v2.1）；2. 客户服务响应时间缩短至4.2小时（对比同期5.8小时）；3. 需协调市场部在12月28日前完成用户调研。会议时间：12月26日（周三）14:00-15:30，地点：A3会议室。
spam	尊敬的用户您好！您已获得本季度幸运抽奖资格，点击下方链接立即领取100元现金红包：[www.fakemoney.com](http://www.fakemoney.com)。活动仅限24小时，过期无效。同时推荐您关注我们的【财富宝】APP，享受年化18%的理财产品。祝您财源广进！
normal	各位团队成员： 2023年12月28日（周五）下午2:00将召开Q4项目总结会议，请携带最新项目进度文档至会议室A301参加。会议材料已上传至公司云盘：[会议资料](http://company云盘.com)  如有变动请提前24小时反馈至邮箱 meeting@company.com。
spam	恭喜您获得2023年度幸运用户资格！点击下方链接立即领取$500现金红包（链接：http://www.garbage.com/surplus）。活动仅限24小时，超多商品享5折优惠！【点击查看详情】
spam	恭喜您被选中成为幸运用户！立即点击下方链接领取专属奖金（链接：http://fake-gold.com claim），本活动仅限24小时有效。您的账户信息已自动绑定，请勿向他人泄露验证码！
normal	各位同事请注意，本周五下午14:00在3号楼会议室召开季度总结会议，请携带项目进度报告。会议材料已上传至公司云盘：https://example.com/cloud。请提前10分钟签到。
normal	尊敬的各部门同事：2024年第一季度技术研发部工作总结已汇总完毕，具体内容详见附件《Q1技术进展.pdf》。会议时间：2024-02-28 14:00-16:00，地点：A栋3层会议室。请各部门负责人提前准备反馈意见。
normal	各位同事好，根据最新会议记录，以下是项目当前进展： 1. 需求分析阶段完成率85% 2. 开发团队已提交第一版原型设计 3. 预计2月15日前完成第一阶段测试 重要提醒：请于本周五前提交个人工作周报至OA系统 附件：项目甘特图_v2.1.xlsx
spam	尊敬的用户，您的邮箱账户将在24小时内自动注销！点击下方链接【立即激活账户】并完成3分钟验证即可免费领取$1000现金红包。活动仅限今天，点击链接：http://shortlink123.com activation.html?code=VXZ789。另附赠【价值$500的购物卡】（链接：http://givingaway2024.com）
normal	各位同事：  根据最新会议决议，Q1项目关键节点如下： 1. 服务器迁移计划：2024-01-15前完成 2. 新功能开发：1.2版本将于2月28日上线 3. 客户反馈分析报告已同步至共享文档  请各部门于本周五17:00前提交进度确认单至OA系统。
normal	尊敬的团队成员： 本季度项目已完成80%开发进度，附件为详细甘特图。请于本周五前反馈意见。  会议时间：2023-12-29 14:00-16:00  会议链接：https://company-meeting.com
normal	各位同事请注意： 2024年1月15日（周二）14:00-16:00 将在A栋3层会议室召开季度项目进度汇报会 会议议程详见附件《Q1项目进展报告_v2.1.pdf》 请提前10分钟到场签到 联系人：王莉（分机8021）
normal	尊敬的张伟先生：您好！诚邀您参与本季度客户满意度调查，问卷链接：http://survey.example.com/202311。您的反馈将帮助我们持续改进服务。感谢支持！
spam	您已被选为幸运用户！立即访问【http://spamsender.com reward2023】领取奖金，限时72小时！转发3人再获双倍奖励！
normal	尊敬的用户，您2023年第三季度的电子发票（编号：FP2023Q3-0827）已生成，请于11月15日前登录账户下载。如有疑问请联系财务部：财务处-张经理 138-1234-5678
normal	尊敬的财务部同事：以下是2023年度第四季度财务报表，请于2024年1月5日前反馈意见。附件包含详细数据（附件名：Q4_Financials.pdf）。报表联系人：张会计，电话：138-1234-5678。
